raw_index,true_sentiment,encoded_sentiment,Feedback_Clean,svm_sentiment,svm_shap_top_features,bert_sentiment,bert_shap_top_tokens
8234,neutral,1,valueformoney buy the product be risky as the support be not find as its sell by flipkart onlythe support in public domain be limitednot find rest look good in this range with wifi feature,positive,"product be, in, as, range, feature, buy the, find, by, be not, valueformoney",neutral," value,  risky,  be, form,  look,  buy, oney,  as,  good,  its"
6217,neutral,1,do the job ok,neutral,"do the, ok, the job, job, do, the, job ok",neutral," ok,  do,  job,  the"
7688,neutral,1,delightful noise,positive,"delightful, noise",neutral," delight, ful,  noise"
4432,negative,0,hat it poor,negative,"hat, hat it, poor, it, it poor",negative," poor,  it,  hat"
12304,positive,2,perfect product very good super,positive,"super, perfect, perfect product, good super, product very, good, product, very good, very",positive," perfect,  super,  good,  very,  product"
5134,negative,0,hat it power bank be break not work properly input and output also,negative,"hat, hat it, break, be break, also, not, properly, input, power bank, bank",negative," hat,  not,  it,  power,  break,  bank,  be,  work,  and,  properly"
10035,neutral,1,delightful ok,neutral,"ok, delightful ok, delightful",neutral," ok,  delight, ful"
10806,positive,2,excellent awesome,positive,"excellent, awesome, excellent awesome",positive," excellent,  awesome"
6589,neutral,1,do the job average get smell use 2 time after fill water,neutral,"average, do the, the job, job, get, time after, fill, time, after, smell",neutral," water,  do,  job,  fill,  time,  after,  average,  get,  use,  2"
13414,positive,2,terrific fantastic storage device,positive,"terrific, fantastic, device, storage",positive," fantastic, rri, fic,  device,  te,  storage"
14639,positive,2,delightful very good,positive,"delightful, delightful very, good, very good, very",positive," good,  delight, ful,  very"
12602,positive,2,delightful good,positive,"delightful good, delightful, good",positive," good,  delight, ful"
15252,positive,2,good choice nice,positive,"choice nice, good, good choice, nice, choice",positive," nice,  good,  choice"
5895,neutral,1,nice motor performance be good but make a lot of noise,neutral,"but, good but, performance, noise, motor, of noise, nice, of, lot, make",neutral," nice,  noise,  but,  be,  of,  a,  lot,  make,  performance,  motor"
6541,neutral,1,worth the money little noicy and plastic outlet provide,neutral,"little, worth, and, money, the money, worth the, outlet, provide, and plastic, plastic",neutral," provide,  money, y,  no,  little,  worth,  plastic, ic,  the,  and"
13755,positive,2,excellent good,positive,"excellent, good, excellent good",positive," excellent,  good"
7550,neutral,1,slightly disappointed average,neutral,"average, disappointed, slightly, slightly disappointed, disappointed average",neutral," disappointed,  average,  slightly"
8635,neutral,1,good choice ok,neutral,"ok, good choice, good, choice ok, choice",neutral," good,  ok,  choice"
15609,positive,2,worth every penny thank u flipkart,positive,"thank, worth every, worth, every penny, penny, every, thank flipkart, flipkart, penny thank",positive," thank,  every,  worth,  penny,  u,  flip, kar, t"
7194,neutral,1,slightly disappointed not up to the mark,neutral,"disappointed, mark, the mark, slightly, up to, disappointed not, slightly disappointed, to the, not, up",neutral," slightly,  disappointed,  not,  up,  the,  to,  mark"
14940,positive,2,excellent superb speaker nice music,positive,"excellent, superb, speaker, music, nice, excellent superb",positive," nice,  superb,  excellent,  music,  speaker"
14128,positive,2,perfect product good,positive,"perfect, perfect product, product good, good, product",positive," good,  perfect,  product"
8713,neutral,1,do the job ok,neutral,"do the, ok, the job, job, do, the, job ok",neutral," ok,  do,  job,  the"
966,negative,0,bad quality damage product,negative,"damage, bad, damage product, bad quality, quality damage, quality, product",negative," damage,  bad,  quality,  product"
13831,positive,2,awesome its great product by singer team its good pack and completely new we be able to use this machine very smooth and easy thank to flipkart and dealer for such service,positive,"awesome, great product, great, and, thank, easy, its good, such, to use, thank to",positive," awesome,  good,  great,  thank,  we,  new,  machine,  completely,  its,  such"
13242,positive,2,highly recommend gd,positive,"highly, highly recommend, recommend, gd",positive," highly,  recommend, d,  g"
10829,positive,2,worth the money very nice productrange of the wifi be very very goodi live in 3rd floor on my building my uncle flat be on ground floorit can work on 3rd floor to ground floor very activly good speed alsoi reccomend all to buy this product,positive,"very nice, worth, my, money very, be very, goodi, buy, very goodi, speed, in",positive," nice,  very,  very,  good,  very,  be,  of,  w,  can,  product"
9587,neutral,1,just okay not good working spray lowpressure,neutral,"just okay, okay, not good, just, spray, okay not, working, good, not, good working",neutral," okay,  good,  just,  low,  working,  not, ure,  spray, press"
14718,positive,2,terrific purchase good useful product thank you lg,positive,"terrific, thank, purchase, useful, terrific purchase, product thank, good, purchase good, you, lg",positive,"fic, rri,  good,  purchase,  te,  useful,  thank,  you,  l,  product"
8641,neutral,1,bad quality ok,neutral,"ok, bad, quality ok, bad quality, quality",neutral," bad,  ok,  quality"
3627,negative,0,absolute rubbish jeevs service partnership be a very wrong choice of flipkart,negative,"rubbish, absolute rubbish, absolute, choice, wrong, very, of, be very, flipkart, be",negative," rub, bish,  wrong,  absolute,  of,  service, kar,  very,  partnership,  a"
6730,neutral,1,just okay not bad,neutral,"not bad, just okay, okay, bad, just, okay not, not",neutral," bad,  okay,  not,  just"
12299,positive,2,wonderful very nice product,positive,"wonderful, very nice, nice, wonderful very, product, very, nice product",positive," nice,  wonderful,  very,  product"
10032,neutral,1,moderate broughtit okgood ford doughmost of the attachment be not of much daily usechop good but take time to clean,neutral,"but, time to, good but, to clean, of, daily, not of, take time, time, clean",neutral," but,  moderate,  daily, cho,  to,  time,  use,  much,  not,  ok"
16104,positive,2,valueformoney build quality be great all over good product,positive,"great, over good, valueformoney, over, good, valueformoney build, all, build quality, product, all over",positive," great,  good,  product,  value,  over,  be, oney,  all,  build, form"
9266,neutral,1,moderate cable be to small,neutral,"small, to small, cable be, moderate, cable, to, be, be to",neutral," small,  to,  moderate,  be,  cable"
6908,neutral,1,expect a well product accord to price very light wight,neutral,"accord, accord to, well, light, expect well, product accord, wight, light wight, very, very light",neutral," light,  product,  w,  a,  expect,  price,  accord, ight,  to,  well"
16040,positive,2,wonderful bast quality I love it thank you,positive,"wonderful, love, thank, love it, bast, it, you, thank you, quality, bast quality",positive," wonderful,  love,  it,  I,  b,  thank, ast,  you,  quality"
13944,positive,2,great product good,positive,"great product, great, product good, good, product",positive," good,  great,  product"
2923,negative,0,useless product service be very bad do not purchase any electronic good from online we purchase lost year now we r not get hot water we rise the compant lose week we r not get call or service from bajaj side,negative,"not, useless, useless product, get, from, very bad, lose, online, do not, not purchase",negative," useless,  not,  bad,  lost,  any,  good,  purchase,  lose,  purchase,  side"
12233,positive,2,mindblowing purchase good,positive,"mindblowing, mindblowing purchase, purchase, good, purchase good",positive,"b,  good,  purchase, ing, low,  mind"
4490,negative,0,utterly disappoint the product show in app be good but when it be deliver to I its be lightly be game and while we be give putting charge it be not properly charge and the battery backup be not good,negative,"utterly, disappoint, utterly disappoint, not good, good, not, when, be, charge, it be",negative," utterly,  di, sa,  good,  and,  not,  its,  show,  it,  product"
14155,positive,2,perfect product cheap and good,positive,"perfect, perfect product, and good, and, good, cheap, product, cheap and, product cheap",positive," perfect,  good,  cheap,  product,  and"
12031,positive,2,wonderful good,positive,"wonderful, wonderful good, good",positive," good,  wonderful"
232,negative,0,hat it worst quality,negative,"hat, hat it, worst, it, quality, it worst",negative," worst,  it,  hat,  quality"
10808,positive,2,highly recommend perfect to use,positive,"perfect, highly, highly recommend, recommend, to use, use, to, recommend perfect",positive," perfect,  highly,  recommend,  use,  to"
14499,positive,2,worth the money awsm,positive,"worth, awsm, worth the, the money, the, money",neutral," money,  a,  the,  worth, ws, m"
2017,negative,0,useless product very bad not able to grinde properly,negative,"useless, useless product, bad, very bad, not, product very, very, able to, properly, bad not",negative," useless,  bad,  not,  able,  product,  properly, de,  to,  very,  grin"
5973,neutral,1,good avarage,neutral,"avarage, good avarage, good",neutral," a,  good, var, age"
7163,neutral,1,just okay ok,neutral,"okay, just okay, ok, just, okay ok",neutral," just,  ok,  okay"
